Episode,User_Mean,User_Density,User_WordCount,Asst_Mean,Asst_Density,Asst_WordCount,Overall_Mean,StandardDeviation,Density,WordCount
b9743663-4570-49b9-b0ac-fbf2a0c204c3,-0.0843,-0.0537,2105,0.0355,0.0251,1140,-0.0393,0.7825250251872555,-0.026,3245
b995d337-2c18-49cd-a1a5-a1430edb13a9,-0.102,-0.0673,1570,-0.0397,-0.0272,857,-0.0795,0.7204611456682696,-0.0531,2427
b9ed1f5b-ecf5-49b3-b019-8e3d448e5b46,-0.0802,-0.0499,2792,-0.0535,-0.0372,2070,-0.0681,0.7034580570728938,-0.0445,4862
ba5d123c-9c77-479b-b94f-fbd9ae5b232e,-0.0463,-0.0287,2453,-0.0637,-0.0443,1426,-0.0532,0.732754993444606,-0.0344,3879
bdbb9f6d-de05-40cd-a53b-485505bd355c,-0.0637,-0.0399,1873,0.0473,0.0323,809,-0.0282,0.7918119199745399,-0.0181,2682
bf2dbe87-d3e1-4a3e-a8db-f86fe7f20c4e,-0.0515,-0.0318,2131,0.0418,0.03,1263,-0.0135,0.7975209970935616,-0.0088,3394
c27d8033-c322-498c-98fb-6a6afcd65ba9,-0.091,-0.0539,1726,-0.0868,-0.0608,1090,-0.0892,0.7508615043014164,-0.0566,2816
c329276e-773c-47c4-873e-b638bccc25d6,0.0069,0.004,4995,-0.0428,-0.0295,3194,-0.0145,0.7194330496401965,-0.009,8189
c4a3d62a-9ce9-464e-a0b0-b2146501c140,-0.0871,-0.0555,1488,-0.1689,-0.1243,735,-0.1169,0.6748519987100247,-0.0783,2223
c4ec52c6-b05d-4757-a43d-3509724b351f,-0.0708,-0.0449,1933,0.0418,0.0294,980,-0.0303,0.7187722090301895,-0.0199,2913
c528640b-0717-4ab7-935a-c332fa959dcb,-0.0397,-0.0257,2245,0.0627,0.0452,1227,-0.0009,0.8081454588031248,-0.0006,3472
c81a8323-5cd8-46b0-8619-481067281f09,-0.0219,-0.0139,2469,-0.0556,-0.0404,1243,-0.0342,0.718059090868436,-0.0228,3712
c8af1e96-0491-40d0-8e8c-b3a40f98d1d7,0,0,0,0,0,0,0,0,0,0
c9c1343c-690d-49ed-a039-4ec26ae89435,-0.0175,-0.011,2170,0.0257,0.0173,1013,-0.0031,0.7613446944498322,-0.002,3183
ca110f97-83b5-4fbb-b3ef-58e85d8d6e2a,-0.0736,-0.0444,2370,-0.0124,-0.0087,1631,-0.0463,0.7078797782639191,-0.0299,4001
cb164cb8-45ed-4132-ab35-dc1884892dee,-0.063,-0.0397,2047,0.0132,0.0093,1247,-0.0321,0.7374676664154413,-0.0211,3294
cbf11a5e-f0df-470b-ba27-2d763aeeaaa3,-0.11,-0.0706,1809,-0.0841,-0.0582,918,-0.1008,0.7524341634503212,-0.0664,2727
cea176da-63e2-4c11-ae13-d71bd6092fbf,-0.0591,-0.0394,2032,0.0133,0.0092,1213,-0.0314,0.7219705618980982,-0.0212,3245
d0566b01-3a50-4a7f-98c8-de85584e620a,-0.0425,-0.0252,5326,-0.0774,-0.054,3704,-0.0582,0.7261372558937801,-0.037,9030
d14a7bf9-7f79-42da-ae61-630d0674bd55,-0.097,-0.0558,287,-0.0708,-0.0515,117,-0.0881,0.6897407009435884,-0.0545,404
d3a8bef2-c568-4dee-982f-8e33c3127bd1,-0.0336,-0.021,2191,0.0432,0.0317,1243,-0.0029,0.7075121610042557,-0.0019,3434
d503fd3e-f0f7-48df-8734-4c17afbb0aad,-0.1204,-0.075,1561,-0.0332,-0.022,875,-0.0879,0.7440503308692435,-0.056,2436
d5396ced-59be-4b8a-8c84-b8be02de99f7,-0.0517,-0.0324,3547,-0.0346,-0.0244,1959,-0.0451,0.7011935088795502,-0.0296,5506
d572ac5a-6237-424a-8a32-d7b5fba5ebeb,-0.0688,-0.0429,2871,0.103,0.0706,1245,-0.0134,0.8074222516116754,-0.0086,4116
d630a2bd-3893-44e9-927c-bcb755c3b188,-0.075,-0.0427,2266,0.0179,0.0123,1413,-0.0351,0.7784619044649155,-0.0216,3679
d813890e-8c3e-4006-8641-918bd9418c58,-0.1221,-0.0816,160,-0.1183,-0.0902,63,-0.1209,0.6085765462551644,-0.084,223
dbbbb4f9-fc5a-4f08-9189-a791256b5d38,-0.0232,-0.0146,2495,-0.0307,-0.0217,1201,-0.0258,0.7042356120958324,-0.0169,3696
dc103245-0b2f-4ee7-9458-dbd39ca4922f,0.0453,0.0281,2577,-0.0381,-0.0269,1803,0.0083,0.7357945626254356,0.0054,4380
dcbf2e39-23e8-4c33-a091-a3da412e81b2,0.0319,0.02,2980,-0.0192,-0.0136,2292,0.0081,0.6970767754575453,0.0054,5272
dd613be1-1242-44f0-9ab7-36b6054035c5,-0.0652,-0.0429,1597,-0.0157,-0.0111,926,-0.0462,0.6695793917142694,-0.0313,2523
ddd926fd-2fc0-4576-b9c0-0b09303551c6,-0.0908,-0.0582,1563,-0.0113,-0.0081,616,-0.0664,0.7623627777105514,-0.0441,2179
e01fa8cc-49b5-4a4d-8a4f-641a253cfa6b,-0.0738,-0.0473,1215,0.006,0.0042,683,-0.0434,0.6478064565938341,-0.0288,1898
e08f412b-3c57-4891-a193-57cb7c0f8263,-0.0299,-0.0187,2449,-0.0511,-0.0349,1557,-0.0386,0.7379218489833026,-0.025,4006
e2f06293-2087-4d38-84db-24480821affb,-0.0804,-0.0525,2333,-0.0497,-0.0346,1088,-0.0702,0.7493431299128803,-0.0468,3421
e476917b-d6b4-4e8d-aea8-2eedabfa0c00,-0.0994,-0.0618,2148,-0.0107,-0.0075,1239,-0.0646,0.7870378114787759,-0.0419,3387
e4dc8a15-23b6-41bb-bd97-f416082594cd,-0.0539,-0.0342,1658,0.0376,0.0255,677,-0.0261,0.7816854237592299,-0.0169,2335
e607e0f5-07bf-433e-b633-bd68798605a0,-0.0797,-0.0525,2176,0.0291,0.0211,1112,-0.0405,0.6991060519811512,-0.0276,3288
e7216614-1ec0-4a98-9f62-5b179e60a7fc,-0.069,-0.0417,3994,-0.0653,-0.0459,2621,-0.0674,0.654101515190513,-0.0434,6615
e811bf4a-1703-438f-b4ec-d8663c18cb11,-0.06,-0.0376,1775,0.0221,0.0151,828,-0.0323,0.7339628143988726,-0.0208,2603
e848bc36-8993-41a3-a606-3ad88b0e9c05,-0.0592,-0.0351,1933,-0.1523,-0.1015,966,-0.0928,0.7361339563619431,-0.0572,2899
e8f317e5-96c8-46ec-9d12-cf5fb9744e85,0.0147,0.0087,1774,-0.0717,-0.05,1130,-0.0222,0.7468503024570942,-0.0141,2904
eac8f480-d060-425e-8e66-0b710cdcb4d0,-0.0384,-0.0241,2132,0.026,0.018,976,-0.0168,0.7321102121060422,-0.0109,3108
eb357a3d-6f11-4791-acc7-b837aeef89ac,0.001,0.0006,1656,0.038,0.0267,736,0.0132,0.7779734766036481,0.0087,2392
ec849a05-46f6-4aa2-aa06-2c94cf26a4d7,-0.046,-0.0297,2965,-0.0743,-0.052,1231,-0.0548,0.6914463349852578,-0.0362,4196
ed2dfa40-bd5f-4cab-8736-4dcbeb6aad42,-0.1254,-0.0766,2453,-0.1258,-0.0872,1873,-0.1256,0.7712803000512521,-0.0812,4326
ee1cb79a-8099-4a32-95b8-1a5db038fa35,-0.0024,-0.0015,1925,-0.0588,-0.0408,984,-0.0225,0.7165523775359868,-0.0148,2909
ee368ba2-6344-4432-8f30-9a61ebaa9861,-0.0812,-0.0493,2073,-0.0767,-0.0515,1381,-0.0793,0.654083639427421,-0.0502,3454
ee6dc478-5c67-4dd2-b009-0fe20ed47a59,-0.0098,-0.0062,2058,0.0435,0.0309,1045,0.0095,0.8068613755276286,0.0063,3103
eecc1b90-c37b-4e4a-8a97-fc161999121d,-0.1154,-0.072,2342,0.055,0.0387,1129,-0.0554,0.8226004233951298,-0.036,3471
efc61c27-cf07-4f02-81e6-29eab6d7c4ac,0.0114,0.0063,2608,-0.0709,-0.0461,1719,-0.0245,0.6939719328440526,-0.0145,4327
f09e622f-f70a-497e-a84c-219e63e12590,0.0037,0.0023,2679,-0.0657,-0.0467,1519,-0.0234,0.646533531057023,-0.0154,4198
f235d464-060f-42ac-9d66-d0977e86f401,-0.0236,-0.0139,3510,-0.114,-0.0787,1911,-0.0588,0.6171388007748121,-0.0368,5421
f358da92-84da-4b06-981c-51ee1c1e0f5d,-0.0569,-0.0365,2004,0.0126,0.0088,1397,-0.0269,0.7100484645332064,-0.0179,3401
f55b64dd-d36a-48b9-9989-8b2c07d3e88b,-0.1131,-0.0716,2786,0.0124,0.0085,1580,-0.0652,0.7030590285612579,-0.0426,4366
