Episode,User_Mean,User_Density,User_WordCount,Asst_Mean,Asst_Density,Asst_WordCount,Overall_Mean,StandardDeviation,Density,WordCount
337_P,0,0,0,0,0,0,-0.103,0.6598257723628691,-0.0725,4823
338_P,0,0,0,0,0,0,-0.1518,0.6776702558447452,-0.1045,1269
339_P,0,0,0,0,0,0,-0.1821,0.7618551787881408,-0.1217,1512
340_P,0,0,0,0,0,0,-0.1601,0.6557776514186384,-0.1098,1110
341_P,0,0,0,0,0,0,-0.1455,0.6600449560047498,-0.0967,1979
343_P,0,0,0,0,0,0,-0.1421,0.623863461051102,-0.0986,1443
344_P,0,0,0,0,0,0,-0.1183,0.6895208126762065,-0.0812,2291
345_P,0,0,0,0,0,0,-0.1211,0.7502178432988371,-0.0836,1848
346_P,0,0,0,0,0,0,-0.0716,0.6813931675467999,-0.0491,2516
347_P,0,0,0,0,0,0,-0.1417,0.6692897423460666,-0.0993,1032
348_P,0,0,0,0,0,0,-0.1779,0.7246754075750955,-0.122,1663
349_P,0,0,0,0,0,0,-0.1172,0.6720501816893847,-0.0802,1989
350_P,0,0,0,0,0,0,-0.1761,0.7291836032758001,-0.1231,1961
351_P,0,0,0,0,0,0,-0.1238,0.6496903411800862,-0.0857,1626
352_P,0,0,0,0,0,0,-0.1267,0.7278475554355379,-0.086,2027
353_P,0,0,0,0,0,0,-0.1087,0.6638425042565772,-0.0746,1605
354_P,0,0,0,0,0,0,-0.1949,0.7336200491816589,-0.1392,1063
355_P,0,0,0,0,0,0,-0.1017,0.6731232361781715,-0.0662,1242
356_P,0,0,0,0,0,0,-0.0643,0.6191507828606184,-0.0461,2015
357_P,0,0,0,0,0,0,-0.1654,0.7187363498446446,-0.1172,704
358_P,0,0,0,0,0,0,-0.1538,0.767603003674905,-0.1063,1220
359_P,0,0,0,0,0,0,-0.0785,0.7178173704137876,-0.0533,2299
360_P,0,0,0,0,0,0,-0.2319,0.7467321272512164,-0.1577,960
361_P,0,0,0,0,0,0,-0.1637,0.674143636456936,-0.1128,1480
362_P,0,0,0,0,0,0,-0.1569,0.7254405360371633,-0.1059,1304
363_P,0,0,0,0,0,0,-0.1147,0.6878604322777053,-0.0791,2669
364_P,0,0,0,0,0,0,-0.1371,0.6287122943836275,-0.0934,4966
365_P,0,0,0,0,0,0,-0.0797,0.6698842106450704,-0.0534,2963
366_P,0,0,0,0,0,0,-0.1651,0.66764148437118,-0.1124,2967
367_P,0,0,0,0,0,0,-0.1007,0.5899827114494614,-0.0696,3669
368_P,0,0,0,0,0,0,-0.1077,0.6014663266548969,-0.0716,3966
369_P,0,0,0,0,0,0,-0.1616,0.6695236582316481,-0.1051,2606
370_P,0,0,0,0,0,0,-0.1268,0.6540081134955449,-0.0861,3130
371_P,0,0,0,0,0,0,-0.1773,0.7434099584709911,-0.1226,1389
372_P,0,0,0,0,0,0,-0.1087,0.6519867593210555,-0.0722,2281
373_P,0,0,0,0,0,0,-0.1213,0.674721794283043,-0.0827,3787
374_P,0,0,0,0,0,0,-0.1319,0.6792630686961337,-0.0956,2745
375_P,0,0,0,0,0,0,-0.117,0.6764775302091094,-0.0805,975
376_P,0,0,0,0,0,0,-0.1391,0.671190143222808,-0.0925,2159
377_P,0,0,0,0,0,0,-0.1324,0.6593910036732827,-0.0909,2654
378_P,0,0,0,0,0,0,-0.1599,0.6944627358312633,-0.1098,1925
379_P,0,0,0,0,0,0,-0.1242,0.6030739682333779,-0.0838,2676
380_P,0,0,0,0,0,0,-0.0844,0.5784987363422228,-0.0583,4315
381_P,0,0,0,0,0,0,-0.1361,0.649937043295633,-0.093,2216
382_P,0,0,0,0,0,0,-0.2154,0.7091551664460616,-0.1475,1754
383_P,0,0,0,0,0,0,-0.1507,0.7155210875311723,-0.1049,2664
384_P,0,0,0,0,0,0,-0.1172,0.6648353651862083,-0.0792,1747
385_P,0,0,0,0,0,0,-0.0802,0.5819959743889124,-0.055,597
386_P,0,0,0,0,0,0,-0.15,0.6471227562151812,-0.0974,2748
387_P,0,0,0,0,0,0,-0.1732,0.7108330815764223,-0.1218,1061
388_P,0,0,0,0,0,0,-0.1179,0.6632879949753874,-0.0804,944
389_P,0,0,0,0,0,0,-0.1157,0.6625901554301177,-0.0813,976
390_P,0,0,0,0,0,0,-0.1085,0.6249544997234652,-0.0736,1777
391_P,0,0,0,0,0,0,-0.138,0.6447804843444941,-0.0954,1005
392_P,0,0,0,0,0,0,-0.1197,0.6419688752181204,-0.0816,1107
393_P,0,0,0,0,0,0,-0.143,0.6059161110540703,-0.0971,1229
395_P,0,0,0,0,0,0,-0.1634,0.7531540903064657,-0.1108,1681
396_P,0,0,0,0,0,0,-0.1383,0.5988361225456392,-0.0991,1455
397_P,0,0,0,0,0,0,-0.1213,0.6488266800968915,-0.0787,2341
399_P,0,0,0,0,0,0,-0.1386,0.6660832997677889,-0.0976,1623
400_P,0,0,0,0,0,0,-0.1048,0.656127061386647,-0.0739,1657
401_P,0,0,0,0,0,0,-0.1552,0.6595443135520904,-0.1063,1835
402_P,0,0,0,0,0,0,-0.1101,0.6805408911815207,-0.074,1808
403_P,0,0,0,0,0,0,-0.1479,0.6706978658403148,-0.0996,2000
404_P,0,0,0,0,0,0,-0.1414,0.7097739427986982,-0.1001,1693
405_P,0,0,0,0,0,0,-0.1201,0.7154931055335625,-0.0854,2929
406_P,0,0,0,0,0,0,-0.1991,0.6854542925122752,-0.1369,1519
407_P,0,0,0,0,0,0,-0.1261,0.6216855450109575,-0.0869,3412
408_P,0,0,0,0,0,0,-0.1679,0.7067557953211693,-0.1151,1511
409_P,0,0,0,0,0,0,-0.1419,0.643406661258891,-0.0956,3011
410_P,0,0,0,0,0,0,-0.1089,0.686391995809294,-0.0731,2194
411_P,0,0,0,0,0,0,-0.0818,0.6079397844777922,-0.0548,3300
412_P,0,0,0,0,0,0,-0.0862,0.619045855347302,-0.0595,1273
413_P,0,0,0,0,0,0,-0.158,0.6748550543784403,-0.1091,2225
600_P,0,0,0,0,0,0,-0.1798,0.6670128166917858,-0.1246,893
601_P,0,0,0,0,0,0,-0.1295,0.6483564089623819,-0.0858,704
602_P,0,0,0,0,0,0,-0.1567,0.6839760165334974,-0.1066,1746
603_P,0,0,0,0,0,0,-0.1162,0.6649889411771976,-0.0807,3128
604_P,0,0,0,0,0,0,-0.1258,0.6379667430282195,-0.0754,514
605_P,0,0,0,0,0,0,-0.1265,0.6750622771131394,-0.09,1237
606_P,0,0,0,0,0,0,-0.1397,0.6273244432161306,-0.0986,768
607_P,0,0,0,0,0,0,-0.0893,0.6749532824287455,-0.0615,1034
608_P,0,0,0,0,0,0,-0.0903,0.6897580410074474,-0.0605,2387
609_P,0,0,0,0,0,0,-0.0935,0.6432107619791021,-0.0622,2631
612_P,0,0,0,0,0,0,-0.1323,0.6326910574263894,-0.0897,1854
615_P,0,0,0,0,0,0,-0.1463,0.7066285033492036,-0.0955,2361
617_P,0,0,0,0,0,0,-0.11,0.6724618761206264,-0.0761,2153
618_P,0,0,0,0,0,0,-0.1033,0.7127433968566858,-0.0673,597
619_P,0,0,0,0,0,0,-0.1143,0.6429814898493372,-0.0781,2330
620_P,0,0,0,0,0,0,-0.1539,0.6891487053402762,-0.1016,1746
622_P,0,0,0,0,0,0,-0.1427,0.6634934960033693,-0.0954,1016
623_P,0,0,0,0,0,0,-0.1377,0.649024965155382,-0.0959,2546
624_P,0,0,0,0,0,0,-0.1264,0.708987542166357,-0.0851,1130
625_P,0,0,0,0,0,0,-0.1559,0.6847366037071446,-0.1077,2234
626_P,0,0,0,0,0,0,-0.188,0.7126719209200721,-0.1278,1216
627_P,0,0,0,0,0,0,-0.1672,0.6835796491771512,-0.1166,1805
628_P,0,0,0,0,0,0,-0.1149,0.623657570202887,-0.0762,2457
629_P,0,0,0,0,0,0,-0.1223,0.6559791279686731,-0.0831,2647
631_P,0,0,0,0,0,0,-0.1434,0.6910877847071527,-0.0991,823
632_P,0,0,0,0,0,0,-0.1454,0.6773320596216617,-0.0967,2452
633_P,0,0,0,0,0,0,-0.1224,0.6455868695292343,-0.0826,4143
634_P,0,0,0,0,0,0,-0.1813,0.7272627540174191,-0.1295,1372
635_P,0,0,0,0,0,0,-0.1498,0.6719392454369896,-0.1009,803
636_P,0,0,0,0,0,0,-0.0584,0.697581912017981,-0.0377,3858
637_P,0,0,0,0,0,0,-0.1117,0.6360993813317709,-0.0737,2182
638_P,0,0,0,0,0,0,-0.1809,0.7493313717105129,-0.1165,562
640_P,0,0,0,0,0,0,-0.1748,0.7404191165980586,-0.1198,1547
641_P,0,0,0,0,0,0,-0.1735,0.8141566122656939,-0.1153,883
649_P,0,0,0,0,0,0,-0.0516,0.7203724576707409,-0.0356,1583
650_P,0,0,0,0,0,0,-0.1021,0.6845641945002096,-0.0692,1593
651_P,0,0,0,0,0,0,-0.1721,0.7173026949103204,-0.1135,722
652_P,0,0,0,0,0,0,-0.1343,0.7350565081209885,-0.0921,1511
653_P,0,0,0,0,0,0,-0.1696,0.7006735073157622,-0.1167,1177
654_P,0,0,0,0,0,0,-0.1688,0.7050886883760615,-0.112,853
655_P,0,0,0,0,0,0,-0.1201,0.7400886229707193,-0.0808,1341
656_P,0,0,0,0,0,0,-0.1578,0.6591888721396335,-0.1093,1363
657_P,0,0,0,0,0,0,-0.1642,0.7052824463032503,-0.1129,1707
